OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD
65,25692354,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,25333 BARTON ROAD,LOMA LINDA,CA,92354,GENERAL ACUTE CARE,134,SAN BERNARDINO,6071,USA,34.04730564,-117.2516368,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.llumc.edu,6,NON-PROFIT,134,NOT AVAILABLE,N
66,44792404,ST. BERNARDINE MEDICAL CENTER,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,CA,92404,GENERAL ACUTE CARE,342,SAN BERNARDINO,6071,USA,34.13467236,-117.27702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stbernardinemedicalcenter.com,6,NON-PROFIT,342,NOT AVAILABLE,N
67,20092120,KAISER FND HOSP - SAN DIEGO,4647 ZION AVENUE,SAN DIEGO,CA,92120,GENERAL ACUTE CARE,414,SAN DIEGO,6073,USA,32.79156258,-117.0951595,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,414,NOT AVAILABLE,N
68,40992037,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,GENERAL ACUTE CARE,173,SAN DIEGO,6073,USA,32.8968589,-117.2428711,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.scrippshealth.org,6,NON-PROFIT,173,NOT AVAILABLE,N
69,41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,GENERAL ACUTE CARE,194,SAN DIEGO,6073,USA,33.03734478,-117.2841834,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.scripps.org,6,NON-PROFIT,194,NOT AVAILABLE,Y
70,42292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,3003 HEALTH CENTER DRIVE,SAN DIEGO,CA,92123,WOMEN,206,SAN DIEGO,6073,USA,32.79829578,-117.1549778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sharp.com,6,NON-PROFIT,206,NOT AVAILABLE,Y
71,51092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,GENERAL ACUTE CARE,390,SAN DIEGO,6073,USA,32.75477023,-117.1657314,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://health.ucsd.edu/locations/Pages/hillcrest.aspx,6,NON-PROFIT,390,LEVEL I,Y
72,4894118,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,3700 CALIFORNIA STREET,SAN FRANCISCO,CA,94118,GENERAL ACUTE CARE,299,SAN FRANCISCO,6075,USA,37.7865092,-122.4560306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.cpmc.org,6,NON-PROFIT,299,NOT AVAILABLE,N
73,5094115,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,GENERAL ACUTE CARE,309,SAN FRANCISCO,6075,USA,37.79070454,-122.4312945,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.cpmc.org,6,NON-PROFIT,309,NOT AVAILABLE,N
74,46594117,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",450 STANYAN STREET,SAN FRANCISCO,CA,94117,GENERAL ACUTE CARE,403,SAN FRANCISCO,6075,USA,37.77408876,-122.4537516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.stmarysmedicalcenter.org,6,NON-PROFIT,403,NOT AVAILABLE,N
75,20595403,KAISER FND HOSP - SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,GENERAL ACUTE CARE,173,SONOMA,6097,USA,38.47179301,-122.7270644,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,173,NOT AVAILABLE,N
76,19594590,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,975 SERENO DRIVE,VALLEJO,CA,94590,GENERAL ACUTE CARE,248,SOLANO,6095,USA,38.12690208,-122.2483773,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,248,NOT AVAILABLE,N
77,53195695,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,GENERAL ACUTE CARE,108,YOLO,6113,USA,38.66392502,-121.7921452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.woodlandhealthcare.org,6,NON-PROFIT,108,NOT AVAILABLE,N
78,1294609,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,3100 SUMMIT STREET,OAKLAND,CA,94609,GENERAL ACUTE CARE,75,ALAMEDA,6001,USA,37.82013961,-122.2640042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.altabatessummit.com,6,NON-PROFIT,75,NOT AVAILABLE,N
79,39794578,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,CA,94578,GENERAL ACUTE CARE,93,ALAMEDA,6001,USA,37.71228835,-122.1434937,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://edenmedcenter.org,6,NON-PROFIT,93,NOT AVAILABLE,N
80,46694545,ST. ROSE HOSPITAL,27200 CALAROGA AVENUE,HAYWARD,CA,94545,GENERAL ACUTE CARE,217,ALAMEDA,6001,USA,37.63344199,-122.0879125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.srhca.org,6,NON-PROFIT,217,NOT AVAILABLE,N
81,45995204,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 NORTH CALIFORNIA STREET,STOCKTON,CA,95204,PSYCHIATRIC,35,SAN JOAQUIN,6077,USA,37.9765963,-121.2910709,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.stjosephscanhelp.org,6,NON-PROFIT,35,NOT AVAILABLE,N
82,46095204,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,CA,95204,GENERAL ACUTE CARE,364,SAN JOAQUIN,6077,USA,37.97046719,-121.2881828,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stjosephscares.org,6,NON-PROFIT,364,NOT AVAILABLE,Y
83,13291741,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,250 SOUTH GRAND AVENUE,GLENDORA,CA,91741,GENERAL ACUTE CARE,105,LOS ANGELES,6037,USA,34.13265458,-117.8712597,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.cvhp.org/Our_Facilities/Foothill_Presbyterian.aspx,6,NON-PROFIT,105,NOT AVAILABLE,Y
84,14791204,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,CA,91204,GENERAL ACUTE CARE,334,LOS ANGELES,6037,USA,34.12816563,-118.2566432,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.glendalememorial.com,6,NON-PROFIT,334,NOT AVAILABLE,N
85,19090027,KAISER PERMANENTE LOS ANGELES MEDICAL CENTER,4867 SUNSET BOULEVARD,LOS ANGELES,CA,90027,GENERAL ACUTE CARE,460,LOS ANGELES,6037,USA,34.09857365,-118.2941753,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,460,NOT AVAILABLE,N
86,19391402,KAISER PERMANENTE PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,CA,91402,GENERAL ACUTE CARE,218,LOS ANGELES,6037,USA,34.21856419,-118.4302193,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,218,NOT AVAILABLE,N
88,36691356,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,GENERAL ACUTE CARE,249,LOS ANGELES,6037,USA,34.17039322,-118.5319041,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://california.providence.org/,6,NON-PROFIT,249,NOT AVAILABLE,N
89,42990020,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,3160 GENEVA STREET,LOS ANGELES,CA,90020,GENERAL ACUTE CARE,60,LOS ANGELES,6037,USA,34.06720478,-118.2863921,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Losa ngeles.aspx,6,NON-PROFIT,60,NOT AVAILABLE,N
91,50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,CA,90716,GENERAL ACUTE CARE,107,LOS ANGELES,6037,USA,33.83364001,-118.079678,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.tcrmc.org/,6,NON-PROFIT,107,NOT AVAILABLE,N
92,45295422,ST. HELENA HOSPITAL - CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,GENERAL ACUTE CARE,32,LAKE,6033,USA,38.93561886,-122.6201445,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.adventisthealth.org,6,NON-PROFIT,32,NOT AVAILABLE,Y
93,6193638,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDREN'S PLACE,MADERA,CA,93638,CHILDREN,356,MADERA,6039,USA,36.88404783,-119.8002424,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.valleychildrens.org/Pages/Default.aspx,6,NON-PROFIT,356,NOT AVAILABLE,Y
94,11792270,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,GENERAL ACUTE CARE,489,RIVERSIDE,6065,USA,33.76335207,-116.4062411,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.emc.org,6,NON-PROFIT,489,NOT AVAILABLE,Y
95,15295124,GOOD SAMARITAN HOSPITAL-SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,GENERAL ACUTE CARE,404,SANTA CLARA,6085,USA,37.25207874,-121.9465769,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.goodsamsanjose.com,6,NON-PROFIT,404,NOT AVAILABLE,Y
96,20495051,KAISER FND HOSP - SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,GENERAL ACUTE CARE,327,SANTA CLARA,6085,USA,37.33540138,-121.998873,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,327,NOT AVAILABLE,Y
97,27094304,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,GENERAL ACUTE CARE,302,SANTA CLARA,6085,USA,37.43600458,-122.17539,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.lpch.org,6,NON-PROFIT,302,NOT AVAILABLE,Y
98,19494063,KAISER FND HOSP - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,GENERAL ACUTE CARE,149,SAN MATEO,6081,USA,37.48884784,-122.2233901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,149,NOT AVAILABLE,N
99,18094520,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,CA,94520,GENERAL ACUTE CARE,245,CONTRA COSTA,6013,USA,37.98308958,-122.0334968,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.johnmuirhealth.com,6,NON-PROFIT,245,NOT AVAILABLE,N
100,47794509,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,GENERAL ACUTE CARE,145,CONTRA COSTA,6013,USA,37.98223445,-121.8029785,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sutterdelta.org,6,NON-PROFIT,145,NOT AVAILABLE,N
101,19995825,KAISER FND HOSP - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,GENERAL ACUTE CARE,287,SACRAMENTO,6067,USA,38.60179775,-121.393144,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,6,NON-PROFIT,287,NOT AVAILABLE,N
102,43195945,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,GENERAL ACUTE CARE,104,NEVADA,6057,USA,39.22801629,-121.0474998,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.snmh.org,6,NON-PROFIT,104,NOT AVAILABLE,Y
104,24690623,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,GENERAL ACUTE CARE,141,ORANGE,6059,USA,33.84751418,-118.0383023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.lapalmaintercommunityhospital.com,6,NON-PROFIT,141,NOT AVAILABLE,Y
106,13795991,FREMONT MEDICAL CENTER,970 PLUMAS STREET,YUBA CITY,CA,95991,GENERAL ACUTE CARE,46,SUTTER,6101,USA,39.14310632,-121.618012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.frhg.org/,6,NON-PROFIT,46,NOT AVAILABLE,N
108,10230143,PIEDMONT MOUNTAINSIDE HOSPITAL,1266 EAST CHURCH STREET,JASPER,GA,30143,GENERAL ACUTE CARE,48,PICKENS,13227,USA,34.45824868,-84.41291289,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.piedmontmountainsidehospital.org,13,NON-PROFIT,48,NOT AVAILABLE,N
109,15530606,ST MARYS HEALTH CARE SYSTEM,1230 BAXTER STREET,ATHENS,GA,30606,GENERAL ACUTE CARE,165,CLARKE,13059,USA,33.94722132,-83.40525246,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stmarysathens.com,13,NON-PROFIT,165,NOT AVAILABLE,Y
110,14130080,RIDGEVIEW INSTITUTE,3995 SOUTH COBB DRIVE SE,SMYRNA,GA,30080,PSYCHIATRIC,92,COBB,13067,USA,33.85644329,-84.51105483,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.ridgeviewinstitute.com,13,NON-PROFIT,92,NOT AVAILABLE,N
111,62972949,MERCY HOSPITAL OZARK,801 WEST RIVER STREET,OZARK,AR,72949,GENERAL ACUTE CARE,,FRANKLIN,5047,USA,35.48582001,-93.83344375,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-12-02T00:00:00.000Z,NOT AVAILABLE,5,NOT AVAILABLE,,LEVEL IV,Y
112,502891,WESTERLY HOSPITAL,25 WELLS ST,WESTERLY,RI,2891,GENERAL ACUTE CARE,125,WASHINGTON,44009,USA,41.36218908,-71.82530324,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ri.gov/licenses/detail.php?id=207,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.westerlyhospital.org/,44,NON-PROFIT,125,NOT AVAILABLE,N
113,1553715,ST MARYS HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,GENERAL ACUTE CARE,440,DANE,55025,USA,43.05933846,-89.40142922,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stmarysmadison.com,55,NON-PROFIT,440,NOT AVAILABLE,Y
114,2154235,MINISTRY DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,GENERAL ACUTE CARE,25,DOOR,55029,USA,44.8327027,-87.35333553,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.ministryhealth.org,55,NON-PROFIT,25,LEVEL IV,Y
115,2254303,ST JOSEPH HOSPITAL DBA LIBERTAS,1701 DOUSMAN ST,GREEN BAY,WI,54303,GENERAL ACUTE CARE,24,BROWN,55009,USA,44.53382025,-88.06358371,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-13T00:00:00.000Z,www.libertascenter.org/‎,55,NON-PROFIT,24,NOT AVAILABLE,N
116,63072758,MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,GENERAL ACUTE CARE,,BENTON,5007,USA,36.30899285,-94.18297802,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-12-02T00:00:00.000Z,NOT AVAILABLE,5,NOT AVAILABLE,,LEVEL III,Y
117,2753925,COLUMBUS COM HSPTL,1515 PARK AVE,COLUMBUS,WI,53925,GENERAL ACUTE CARE,25,COLUMBIA,55021,USA,43.32260735,-89.03537068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.cch-inc.com,55,NON-PROFIT,25,LEVEL IV,Y
119,4354923,BERLIN MEMORIAL HOSPITAL,225 MEMORIAL DRIVE,BERLIN,WI,54923,GENERAL ACUTE CARE,25,GREEN LAKE,55047,USA,43.97847715,-88.94122636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.chnwi.org,55,NON-PROFIT,25,NOT AVAILABLE,Y
120,5854452,GOOD SAMARITAN HLTH CTR,601 S CENTER AVE,MERRILL,WI,54452,GENERAL ACUTE CARE,25,LINCOLN,55069,USA,45.17563254,-89.68183128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.ministryhealth.org,55,NON-PROFIT,25,LEVEL IV,Y
121,6753132,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,10101 SOUTH 27TH STREET,FRANKLIN,WI,53132,GENERAL ACUTE CARE,52,MILWAUKEE,55079,USA,42.86001258,-87.9540681,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mywheaton.org/,55,NON-PROFIT,52,LEVEL IV,N
122,7253226,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,GENERAL ACUTE CARE,596,MILWAUKEE,55079,USA,43.04086156,-88.02461256,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.froedtert.com,55,NON-PROFIT,596,LEVEL I,Y
123,7853215,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,GENERAL ACUTE CARE,260,MILWAUKEE,55079,USA,42.98565775,-87.93465729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mywheaton.org,55,NON-PROFIT,260,LEVEL IV,Y
124,8053211,SACRED HEART REHAB INST,2301 NORTH LAKE DRIVE,MILWAUKEE,WI,53211,REHABILITATION,31,MILWAUKEE,55079,USA,43.06081623,-87.88366036,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-13T00:00:00.000Z,http://www.columbia-stmarys.com,55,NON-PROFIT,31,NOT AVAILABLE,Y
125,8253213,AURORA PSYCHIATRIC HSPTL,1220 DEWEY AVE,WAUWATOSA,WI,53213,PSYCHIATRIC,105,MILWAUKEE,55079,USA,43.0467651,-88.00771643,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.aurorahealthcare.org,55,NON-PROFIT,105,NOT AVAILABLE,N
126,9753097,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,GENERAL ACUTE CARE,17,OZAUKEE,55089,USA,43.25667793,-87.92615796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.columbiacenter.org,55,NON-PROFIT,17,NOT AVAILABLE,Y
